ingresos_mensuales,deuda_activa,historial_pagos,antiguedad_laboral,creditos_activos,monto_solicitado,atrasos_previos,dependientes_economicos,utilizacion_credito,en_riesgo
5131.79,17171.7,51.9,2.2,6.0,7555.81,2.0,5.0,27.2,0
14931.17,8020.43,78.9,2.2,1.0,27843.21,2.0,5.0,43.4,0
8278.92,40964.7,49.9,6.8,3.0,11273.6,1.0,0.0,133.4,1
5015.84,8292.67,63.1,,6.0,31574.0,6.0,0.0,111.6,0
7989.59,17417.7,77.9,10.3,4.0,19555.24,6.0,5.0,74.2,0
3265.22,21120.19,87.5,3.5,1.0,10647.68,2.0,4.0,33.5,0
11314.42,20408.56,82.7,1.4,4.0,13424.93,2.0,0.0,31.8,0
4384.58,16292.31,64.6,1.3,0.0,35222.96,6.0,5.0,72.0,1
8103.47,16337.16,117.6,1.8,3.0,724.56,7.0,4.0,93.9,1
9911.13,15885.61,55.0,10.2,3.0,37543.3,6.0,5.0,37.7,1
7731.26,7956.6,27.6,6.7,0.0,37894.44,4.0,0.0,39.2,1
6802.3,37351.97,31.9,2.2,1.0,21023.12,7.0,4.0,54.5,1
6534.57,,95.4,9.2,6.0,8146.69,5.0,2.0,13.1,1
6319.39,23372.38,61.3,1.0,4.0,31670.37,5.0,3.0,,1
4654.56,14988.12,,13.2,3.0,19163.69,0.0,1.0,19.1,0
5061.65,14807.13,51.1,0.6,1.0,6818.59,5.0,0.0,,0
11234.69,13901.01,53.0,10.8,0.0,47909.68,2.0,4.0,59.6,0
6152.68,4051.39,45.7,1.4,2.0,14387.04,4.0,0.0,83.8,1
3985.45,16554.41,73.4,6.8,3.0,7334.19,4.0,2.0,3.4,0
4847.85,,60.9,0.5,1.0,28420.61,0.0,1.0,9.5,0
10021.19,28543.72,72.6,1.9,5.0,24185.83,3.0,5.0,64.8,0
8661.94,7229.7,70.5,1.0,3.0,42834.26,4.0,2.0,27.6,0
8293.05,12805.68,53.6,11.7,0.0,20433.76,0.0,1.0,29.6,0
5675.93,9914.04,30.9,1.1,0.0,20560.52,6.0,5.0,,1
8334.76,30982.77,29.0,2.4,6.0,29022.74,7.0,4.0,36.5,1
4440.6,10175.32,129.6,0.4,2.0,27394.22,0.0,1.0,39.8,0
5669.24,23060.7,95.5,,2.0,27760.45,0.0,2.0,45.0,0
9603.37,26731.45,92.5,24.4,1.0,28263.42,1.0,3.0,46.7,0
9297.69,16684.89,,1.9,5.0,26975.4,3.0,4.0,71.2,1
3357.89,5608.7,63.2,22.9,5.0,20002.2,4.0,5.0,18.1,1
,5722.62,45.1,4.7,1.0,34992.13,1.0,5.0,,0
6847.85,25737.88,34.1,2.1,5.0,20681.23,6.0,0.0,84.5,1
-1241.5,6654.65,50.0,6.4,3.0,34652.2,2.0,2.0,111.7,0
370.19,,92.2,0.2,1.0,41653.15,2.0,0.0,14.0,0
7390.67,19029.14,81.5,7.3,5.0,16869.51,4.0,1.0,61.3,0
2096.66,21394.19,41.7,4.0,0.0,53853.8,6.0,1.0,46.7,1
4470.14,22244.26,56.1,2.8,6.0,16448.65,1.0,1.0,49.2,0
5333.83,9596.96,79.5,,0.0,16535.34,2.0,1.0,29.9,0
5154.37,9220.25,50.4,2.0,2.0,31479.89,2.0,2.0,73.2,0
4791.85,24434.34,64.8,6.1,1.0,30298.75,3.0,2.0,71.7,1
6523.06,12335.9,71.8,10.2,1.0,25861.78,3.0,5.0,122.6,1
4787.18,-6751.34,71.6,0.9,3.0,,7.0,2.0,15.0,0
1820.14,23838.8,,2.4,5.0,28031.56,1.0,0.0,3.1,0
8995.58,8673.65,48.6,7.4,2.0,49788.9,3.0,3.0,109.5,1
8909.19,22204.22,50.9,0.6,3.0,24361.29,2.0,1.0,50.5,0
9198.16,30535.4,38.1,1.3,6.0,14746.08,4.0,0.0,39.2,1
1569.65,18150.86,28.7,2.4,3.0,18379.49,6.0,4.0,57.3,1
7456.54,26961.89,60.5,1.5,5.0,30655.89,7.0,4.0,12.9,1
8663.13,19384.18,81.0,3.0,2.0,30831.42,3.0,2.0,62.5,0
3200.15,32286.86,32.6,6.9,0.0,27477.71,2.0,1.0,49.8,0
6529.35,8441.04,69.0,7.8,1.0,14805.96,7.0,2.0,82.1,1
6127.95,17926.07,80.3,16.2,1.0,38303.78,0.0,2.0,76.0,0
12394.88,24058.45,22.6,2.1,6.0,48243.89,1.0,5.0,78.3,0
12658.39,16286.29,57.0,1.3,0.0,25350.7,7.0,0.0,57.3,1
1174.06,28369.97,99.2,1.0,5.0,46727.26,7.0,1.0,96.9,1
,14111.64,75.1,2.4,0.0,35395.07,4.0,4.0,68.1,0
3571.28,36624.34,21.8,2.8,1.0,51624.25,2.0,5.0,37.1,1
9638.15,37099.78,77.5,10.2,3.0,30671.73,7.0,3.0,29.3,1
9605.59,20538.65,46.5,,0.0,26639.24,7.0,1.0,32.5,1
3313.79,22973.41,78.2,0.7,0.0,35108.81,6.0,1.0,68.5,0
8078.46,28725.04,47.8,1.5,5.0,19796.98,6.0,5.0,14.7,1
6155.89,7315.22,61.8,0.1,0.0,29885.41,4.0,3.0,56.3,0
8273.86,6192.0,51.2,6.9,4.0,40968.6,2.0,2.0,28.7,0
7238.15,29307.77,,1.3,0.0,34834.13,3.0,2.0,16.9,1
10328.29,20465.9,50.5,0.1,0.0,24628.51,4.0,0.0,21.4,1
6741.28,15961.45,58.1,,4.0,27404.99,3.0,4.0,51.3,0
5962.8,18100.11,37.1,,2.0,34092.12,6.0,0.0,73.4,1
,-3474.37,,2.2,0.0,33693.36,1.0,5.0,33.1,0
-1481.98,16284.94,66.9,4.7,4.0,34000.77,0.0,1.0,-6.1,0
8841.8,11222.58,27.4,2.8,6.0,29073.26,3.0,0.0,140.3,1
4373.32,26262.64,84.8,2.1,3.0,15105.46,1.0,0.0,83.3,1
3155.16,26955.28,59.1,4.0,2.0,,6.0,2.0,78.1,1
4683.29,23190.12,66.6,7.7,5.0,30534.0,6.0,0.0,97.6,1
4513.37,21559.13,79.8,,2.0,34977.51,7.0,1.0,54.6,1
9015.84,4523.88,70.2,2.0,4.0,33423.23,3.0,4.0,48.2,0
9623.15,23315.79,88.6,1.0,3.0,16897.4,7.0,4.0,,1
6003.58,23664.58,56.5,9.4,5.0,23185.99,0.0,2.0,89.8,0
11078.94,29206.73,85.8,2.1,3.0,10908.66,7.0,0.0,69.2,0
10879.1,37063.89,65.7,4.4,3.0,8302.86,1.0,0.0,76.7,0
7278.88,2766.95,74.2,1.7,2.0,25977.75,0.0,3.0,17.3,0
3869.95,14503.71,71.9,0.9,2.0,41297.88,6.0,2.0,44.8,1
11541.21,11319.6,,0.9,3.0,26197.65,4.0,5.0,99.7,1
6304.74,19552.56,78.9,3.6,0.0,47897.63,3.0,2.0,74.5,0
6903.73,18120.62,53.3,1.4,2.0,23030.75,1.0,2.0,11.1,0
5413.26,15893.26,48.9,3.4,0.0,25374.61,3.0,3.0,37.1,1
3652.67,27248.44,61.9,5.5,2.0,13107.92,4.0,5.0,95.1,1
1800.35,8087.27,46.3,2.6,2.0,20833.07,1.0,4.0,64.7,1
8525.18,8629.91,39.9,1.5,0.0,10720.74,7.0,0.0,57.1,1
3993.12,8781.97,16.2,4.0,2.0,6455.95,5.0,2.0,57.9,1
16290.5,14757.05,28.9,1.4,4.0,,7.0,5.0,49.7,1
3024.56,6942.69,106.7,7.3,6.0,26023.3,0.0,4.0,37.3,0
2476.38,17562.86,48.6,1.2,4.0,16159.52,6.0,4.0,28.7,1
8132.44,16510.59,104.9,4.5,4.0,19001.53,6.0,0.0,80.3,0
11393.8,10921.36,,6.4,4.0,29918.45,2.0,2.0,58.7,0
6706.69,25863.9,61.9,29.9,6.0,6414.42,4.0,4.0,71.8,1
8331.18,17464.5,30.0,3.0,6.0,25972.43,4.0,0.0,67.3,1
,27563.83,63.1,9.6,0.0,35176.91,6.0,4.0,91.4,1
4331.96,16244.55,104.6,1.8,3.0,,2.0,3.0,64.7,0
3064.43,17782.25,97.3,0.1,6.0,31198.8,7.0,4.0,75.1,1
435.85,12934.96,69.0,0.1,6.0,24373.81,4.0,4.0,56.7,0
6874.34,,37.7,3.0,3.0,17515.13,0.0,0.0,25.5,1
-677.05,24410.08,41.9,3.6,3.0,24011.69,2.0,0.0,45.7,1
2268.97,14297.99,44.2,2.7,0.0,44841.56,1.0,2.0,68.5,1
4780.98,22665.71,,1.5,3.0,28276.79,6.0,5.0,71.0,1
,10685.28,98.9,4.3,3.0,23717.42,3.0,5.0,92.6,0
7768.51,24831.46,67.3,0.7,4.0,31764.31,3.0,4.0,39.1,0
7477.86,12780.85,56.3,11.2,3.0,25596.69,2.0,1.0,58.3,0
9360.16,25665.12,97.1,1.1,1.0,27709.52,5.0,5.0,48.4,0
8907.63,18548.79,41.5,11.6,6.0,22039.39,7.0,4.0,97.5,1
10150.6,31688.58,64.1,,1.0,20020.75,6.0,1.0,62.5,1
6493.86,7613.39,73.2,3.4,2.0,36952.0,7.0,4.0,63.1,0
,4714.41,44.0,0.2,3.0,1595.8,2.0,2.0,51.0,1
,12454.04,49.0,5.4,2.0,30743.22,5.0,2.0,45.7,1
6953.3,5538.5,47.3,,0.0,19278.96,4.0,1.0,11.4,1
5228.98,5555.39,94.2,0.4,4.0,2137.45,2.0,3.0,16.7,0
5436.18,23593.96,105.1,14.1,1.0,13304.69,6.0,1.0,57.0,1
3883.81,17962.39,65.5,2.6,6.0,24567.45,7.0,5.0,53.5,0
7849.17,13682.87,57.1,0.1,5.0,26217.75,7.0,0.0,57.2,0
6199.15,14517.34,49.8,3.9,2.0,33880.05,7.0,1.0,78.4,1
4377.84,12624.86,63.0,5.4,3.0,34696.22,1.0,0.0,54.6,0
4380.82,32853.32,50.9,9.3,6.0,6439.42,1.0,1.0,42.2,0
2626.72,11380.45,60.9,7.4,0.0,29530.04,5.0,4.0,46.1,1
9632.29,6100.79,72.1,,2.0,33742.53,5.0,5.0,58.8,1
6751.58,,54.1,1.8,0.0,27627.07,3.0,0.0,41.4,0
3739.04,16058.2,58.8,0.0,0.0,31029.3,1.0,1.0,81.8,1
9087.35,36348.96,58.9,1.6,6.0,1809.75,2.0,0.0,51.7,0
4706.56,13264.15,56.0,2.2,0.0,13117.42,1.0,4.0,59.0,0
1999.2,,53.3,2.2,6.0,41392.56,1.0,3.0,128.3,0
9767.91,27739.78,79.8,5.7,5.0,21643.5,1.0,2.0,81.8,0
4781.29,13307.98,24.0,19.7,4.0,51677.25,4.0,4.0,92.3,1
5191.52,11313.71,97.6,1.3,5.0,9658.93,4.0,0.0,13.8,0
6631.78,24672.3,66.0,35.0,1.0,43765.27,2.0,4.0,63.2,0
10156.29,23174.03,76.4,,0.0,17671.53,4.0,0.0,49.0,0
6564.12,5304.51,79.0,0.6,2.0,35349.23,5.0,3.0,60.0,1
2662.83,7844.08,47.4,10.1,5.0,21455.41,0.0,0.0,64.7,0
8240.41,-4827.87,42.9,1.9,2.0,26388.14,2.0,1.0,-10.6,0
4948.03,23358.48,40.3,5.9,1.0,32146.52,1.0,3.0,73.3,0
12541.36,15643.56,57.6,5.0,5.0,17639.76,0.0,3.0,83.1,0
6496.42,16540.65,78.4,,4.0,34613.28,0.0,2.0,86.3,0
-652.11,,50.2,7.9,3.0,21809.52,6.0,3.0,25.6,0
7643.57,8117.08,76.4,,2.0,27136.6,7.0,5.0,51.1,1
12722.71,,10.9,2.8,5.0,-6742.06,1.0,1.0,36.9,1
11542.94,11949.07,54.5,1.7,5.0,20951.98,6.0,5.0,108.4,0
12359.05,19060.52,-23.7,,2.0,40162.5,2.0,0.0,34.6,0
3236.77,23251.21,59.2,5.1,0.0,33336.13,1.0,5.0,,0
9418.89,38426.51,44.8,1.0,6.0,35638.55,1.0,5.0,61.4,1
4189.62,17819.85,48.5,0.6,0.0,25639.81,7.0,2.0,,1
7217.73,28038.62,-3.6,3.7,3.0,45115.29,2.0,0.0,24.6,0
2426.55,10530.25,40.7,12.6,6.0,28461.26,5.0,2.0,37.5,1
4437.74,2925.48,86.3,,2.0,17078.8,3.0,1.0,73.6,0
4336.01,14829.29,50.2,3.0,5.0,35261.69,3.0,3.0,129.8,1
9375.38,3620.5,52.8,0.6,3.0,36071.18,6.0,1.0,60.5,0
9062.3,18132.06,11.7,1.7,5.0,,7.0,0.0,23.1,1
7385.82,10975.91,,6.9,4.0,20164.79,5.0,5.0,33.0,1
2178.65,411.56,89.2,12.1,1.0,28377.67,6.0,5.0,70.4,0
5502.75,33624.23,76.6,2.9,6.0,41719.9,1.0,3.0,14.3,0
4112.43,13161.94,34.5,0.3,3.0,30730.6,7.0,5.0,82.7,1
9282.96,3261.43,-16.3,0.9,3.0,7266.85,1.0,5.0,59.7,1
10270.19,26083.55,62.4,0.3,4.0,17454.84,1.0,5.0,48.5,0
9880.43,11442.47,36.7,3.8,6.0,16896.82,6.0,4.0,4.8,1
4083.3,27811.49,18.9,16.7,6.0,15948.12,3.0,0.0,77.8,1
-2266.51,11399.45,59.5,2.4,2.0,-335.41,1.0,4.0,30.7,0
845.72,,75.6,4.7,1.0,47686.93,0.0,5.0,56.3,0
11049.21,21103.49,76.0,0.2,2.0,14484.55,1.0,1.0,47.6,0
5215.98,23338.97,82.3,2.4,1.0,15352.62,6.0,0.0,7.7,1
4097.68,24916.35,28.8,3.0,2.0,1699.5,0.0,2.0,45.5,1
,17192.33,64.3,2.3,3.0,35397.15,7.0,4.0,18.1,0
,22757.55,57.1,0.2,0.0,23909.62,6.0,4.0,33.7,1
6578.24,24710.66,61.1,6.1,3.0,20789.04,1.0,3.0,64.1,0
5561.11,19805.12,58.3,16.0,5.0,21423.98,5.0,5.0,,1
6077.28,16716.08,48.5,4.7,3.0,32053.65,4.0,0.0,51.5,1
7226.92,4992.35,-3.4,3.6,0.0,19239.74,2.0,5.0,27.2,1
11620.15,23392.57,88.6,1.5,2.0,1133.19,4.0,5.0,33.9,0
7851.9,18379.56,70.3,7.3,2.0,9501.57,0.0,5.0,33.4,0
8823.29,14277.46,30.3,4.7,4.0,8878.34,7.0,1.0,-7.8,1
10241.66,29499.9,73.4,8.5,1.0,28303.81,6.0,3.0,54.1,1
2757.04,5149.5,,,2.0,36160.23,1.0,1.0,5.3,0
8915.56,32796.33,53.8,7.2,5.0,,0.0,2.0,54.1,0
5557.38,17799.54,46.1,0.9,1.0,5381.27,3.0,5.0,11.1,1
-1551.5,20857.66,74.8,,6.0,32443.24,3.0,3.0,18.2,1
-310.14,14444.6,45.4,2.1,2.0,17619.15,6.0,4.0,70.7,1
3242.02,2996.34,38.9,1.4,5.0,60081.5,6.0,2.0,52.7,1
8199.91,16743.51,87.9,10.8,0.0,41602.65,0.0,0.0,-0.8,0
6864.16,21012.7,59.1,1.9,2.0,45422.74,1.0,0.0,36.4,0
7089.97,24086.03,59.8,2.2,2.0,34629.28,4.0,4.0,59.3,0
12743.02,,78.2,7.7,3.0,29582.66,3.0,1.0,34.7,0
2438.91,-1732.86,48.3,,0.0,20169.0,7.0,1.0,42.4,1
6412.21,4125.05,,9.7,1.0,17808.15,5.0,0.0,58.8,1
,36468.18,69.7,1.0,6.0,15398.74,2.0,4.0,53.3,0
4143.93,8167.18,29.1,6.5,6.0,,5.0,0.0,24.2,1
6590.65,30843.45,67.9,4.1,3.0,43724.83,3.0,3.0,52.6,0
1380.16,9593.22,46.4,0.9,0.0,20718.31,3.0,1.0,44.0,1
11011.7,16357.9,81.8,3.8,1.0,16331.81,5.0,5.0,100.3,0
4318.83,23626.87,75.0,4.2,6.0,7197.96,3.0,3.0,49.1,1
13000.48,10618.25,72.1,,6.0,27936.3,5.0,0.0,55.8,0
6396.08,32329.94,27.6,15.7,5.0,39751.21,3.0,3.0,59.3,1
9789.77,18681.56,60.7,6.0,6.0,40351.93,4.0,0.0,43.0,0
6329.43,22147.66,37.1,0.6,4.0,41541.26,3.0,3.0,31.8,1
6401.62,15591.54,,3.4,4.0,29984.88,4.0,1.0,64.9,1
4631.11,23928.48,12.1,1.7,5.0,26082.26,2.0,4.0,65.1,1
6881.2,32209.13,29.1,10.4,4.0,40387.03,0.0,2.0,110.3,1
7517.6,16818.43,89.2,1.5,2.0,11679.26,2.0,2.0,72.8,0
3990.37,33567.42,71.1,,4.0,19709.86,2.0,5.0,73.3,0
6099.86,12495.64,55.2,1.8,2.0,45530.18,2.0,2.0,72.1,0
4547.68,24876.86,43.0,1.5,4.0,12104.73,3.0,1.0,32.7,1
13858.93,22402.03,39.1,6.4,2.0,,3.0,3.0,16.8,1
6212.86,8382.76,67.4,7.9,3.0,32575.97,2.0,4.0,23.9,0
-1846.55,19924.29,55.4,2.0,1.0,25992.38,3.0,0.0,71.3,1
5874.01,18066.29,97.0,4.2,6.0,38793.01,2.0,1.0,91.8,0
7329.72,10321.27,58.9,1.3,5.0,43308.14,4.0,3.0,72.6,1
2271.63,21222.02,64.3,8.3,0.0,30755.97,3.0,1.0,47.3,1
5069.37,,,4.9,3.0,41680.75,5.0,4.0,98.9,1
7173.71,17346.72,55.1,2.2,3.0,13855.89,3.0,0.0,39.6,1
11575.21,17382.8,,7.9,6.0,23109.53,7.0,1.0,19.9,1
7210.34,17189.91,54.8,8.7,5.0,53862.29,3.0,3.0,59.1,0
10927.91,14690.7,52.3,0.7,6.0,48315.17,4.0,5.0,88.2,1
8550.33,19258.51,70.2,4.4,3.0,,3.0,2.0,28.4,0
11707.68,12204.77,96.3,4.2,1.0,24846.85,5.0,1.0,4.3,0
6311.06,41911.29,66.2,1.3,5.0,,4.0,5.0,53.1,0
14148.71,5316.0,88.2,5.2,1.0,29998.31,0.0,3.0,73.6,0
4946.73,12737.38,76.7,2.0,4.0,,5.0,1.0,-31.0,0
4047.32,13448.32,86.9,8.8,2.0,47069.91,6.0,5.0,79.4,0
2627.83,36364.44,49.6,6.0,2.0,25448.99,3.0,0.0,13.7,1
13959.28,6118.79,58.4,10.2,0.0,38463.83,4.0,4.0,72.3,1
9122.23,21833.3,58.5,,5.0,32778.35,0.0,5.0,-3.9,0
5430.81,20235.55,75.0,8.6,4.0,24746.43,6.0,3.0,10.7,1
10496.87,21002.42,80.4,0.6,2.0,4622.1,6.0,5.0,69.3,0
8700.61,29127.09,65.8,1.5,5.0,37221.68,7.0,3.0,86.0,0
12791.61,28942.46,82.3,,6.0,32262.32,4.0,3.0,,1
1546.93,13941.39,50.6,0.1,5.0,29675.07,1.0,0.0,119.1,0
5650.85,19746.16,82.5,17.5,6.0,13224.81,2.0,1.0,23.4,0
5019.93,1223.08,,4.4,3.0,48509.65,7.0,4.0,23.0,0
184.22,18891.84,77.9,10.0,2.0,26829.66,0.0,4.0,43.5,0
9893.05,10854.1,,0.6,5.0,11303.49,5.0,3.0,42.2,0
5634.73,16322.56,78.7,2.5,4.0,9372.16,0.0,1.0,59.9,0
8866.82,2831.65,43.3,10.6,4.0,33129.67,5.0,0.0,31.2,1
14051.27,21643.85,67.4,1.9,4.0,33487.0,4.0,0.0,67.9,0
5369.62,2730.88,69.6,0.7,6.0,19443.88,3.0,0.0,67.2,0
5152.31,,33.8,4.7,4.0,30551.5,5.0,1.0,97.2,1
6879.73,6961.45,73.4,3.3,5.0,33011.28,2.0,5.0,38.3,0
9659.19,10353.23,35.5,0.9,0.0,26679.1,4.0,4.0,61.4,1
4686.52,28392.59,53.6,8.7,5.0,16583.91,6.0,1.0,69.0,1
4480.92,23291.26,63.9,,2.0,36536.27,3.0,1.0,51.8,0
9883.01,28342.83,46.9,20.6,0.0,35051.58,0.0,5.0,46.1,0
7711.65,32037.54,64.8,1.6,1.0,31812.16,7.0,2.0,-5.8,1
-43.13,11044.45,64.5,7.6,5.0,14995.22,4.0,1.0,54.3,1
2578.75,31490.74,45.0,9.6,5.0,9027.61,3.0,1.0,68.7,1
11303.95,4810.45,75.5,8.4,2.0,25918.29,0.0,2.0,50.4,0
7786.17,24714.9,46.2,4.5,1.0,36154.85,0.0,3.0,30.1,0
4060.97,13559.96,113.3,8.9,2.0,37484.47,2.0,3.0,5.0,0
5954.69,9627.3,60.6,2.9,2.0,32012.58,7.0,3.0,64.7,1
6542.36,23530.23,37.2,2.6,3.0,19594.55,5.0,3.0,52.9,1
8854.35,26504.56,41.3,,5.0,15349.51,3.0,1.0,90.9,1
2153.56,26237.42,88.2,6.1,2.0,24797.6,6.0,2.0,11.4,1
,,54.0,28.4,1.0,24911.39,3.0,4.0,38.8,1
7373.46,19187.62,33.0,4.3,0.0,38287.54,7.0,2.0,15.0,1
6180.53,22741.8,81.8,2.5,4.0,19243.43,2.0,5.0,80.7,0
8329.95,20733.88,53.9,0.2,1.0,20240.21,5.0,2.0,86.7,0
2565.58,22872.2,77.4,2.2,1.0,49659.89,3.0,2.0,105.8,1
7642.81,19836.0,83.6,1.6,5.0,43614.67,5.0,4.0,66.6,1
,,69.0,8.8,0.0,14406.63,1.0,2.0,74.1,0
8057.82,3355.13,115.7,4.4,4.0,42625.02,7.0,2.0,64.2,0
6945.16,16818.54,25.1,0.8,0.0,11537.42,2.0,2.0,68.0,0
,5545.38,45.0,5.0,6.0,19791.3,4.0,3.0,,1
3828.48,20490.32,57.4,4.2,4.0,21157.08,5.0,0.0,69.3,1
6269.6,32777.37,112.7,0.2,5.0,24068.9,5.0,2.0,111.9,1
10531.06,,102.6,0.5,4.0,32437.08,4.0,4.0,58.1,0
6119.11,19145.27,91.4,8.9,2.0,26277.68,6.0,1.0,52.7,1
,24808.38,45.5,0.4,6.0,32376.73,7.0,3.0,57.5,1
4924.81,-609.51,48.1,0.7,5.0,20177.91,6.0,1.0,47.8,1
7142.72,13301.01,44.8,4.4,0.0,29490.67,1.0,5.0,58.9,1
5304.76,21280.64,45.8,11.4,4.0,25947.6,6.0,1.0,46.9,1
8052.97,-8072.95,95.8,1.5,3.0,8340.04,4.0,4.0,,1
8173.1,9208.72,57.6,,2.0,30796.12,4.0,4.0,81.2,1
9344.75,27907.72,60.5,5.7,3.0,26152.66,7.0,2.0,112.6,0
11055.39,27026.97,80.0,1.9,6.0,16433.09,4.0,5.0,51.3,1
9686.75,21368.86,,7.3,0.0,19901.89,6.0,5.0,60.1,1
3510.43,25939.78,64.2,8.6,6.0,20196.15,5.0,0.0,58.9,1
3608.69,19935.94,38.9,4.2,4.0,22060.98,0.0,3.0,57.6,1
6257.53,22998.55,56.5,15.8,0.0,46107.5,5.0,1.0,83.6,1
5056.24,15159.12,50.1,0.8,2.0,50083.05,3.0,5.0,6.5,0
2857.35,19042.31,49.0,7.5,5.0,-7712.46,4.0,5.0,64.9,1
5086.59,12308.67,68.0,,4.0,30858.09,2.0,2.0,107.9,0
4981.56,29371.35,67.9,10.1,0.0,36459.42,1.0,2.0,90.2,1
4350.09,31694.03,58.2,3.8,1.0,22407.08,5.0,4.0,87.0,1
,30419.22,71.2,4.9,6.0,36137.08,1.0,2.0,75.6,0
10271.04,14327.02,43.9,0.5,1.0,44850.01,0.0,4.0,,0
7137.56,9416.03,78.0,5.3,4.0,8537.9,3.0,3.0,31.0,0
14409.79,29492.76,58.5,1.0,6.0,26605.14,5.0,1.0,31.2,0
7045.63,22895.16,,8.7,1.0,48480.97,1.0,2.0,20.1,0
5571.79,20957.26,45.5,5.0,0.0,10146.82,2.0,5.0,78.5,1
6513.23,12297.31,57.7,1.3,5.0,23617.21,3.0,2.0,93.1,1
7320.77,21830.97,104.2,,6.0,19619.23,7.0,2.0,64.2,0
7892.81,8232.5,61.6,8.1,3.0,37622.71,1.0,5.0,74.5,0
13145.48,23706.56,37.8,3.3,1.0,39294.95,7.0,3.0,60.2,1
3794.97,30409.98,83.2,11.4,0.0,26947.93,1.0,3.0,67.9,0
9248.95,32679.41,52.6,3.2,6.0,25386.51,4.0,2.0,-7.3,1
7164.8,24376.72,69.2,0.0,5.0,4370.23,6.0,4.0,60.8,1
1472.49,5561.81,,5.5,6.0,42076.03,7.0,0.0,40.1,1
8966.24,19775.97,91.2,1.5,5.0,20762.0,4.0,1.0,50.9,0
10556.4,37257.14,50.0,7.5,3.0,23292.1,3.0,4.0,58.3,0
3757.04,10182.5,93.8,2.3,3.0,36659.2,6.0,1.0,32.0,0
6471.41,17467.37,,12.4,2.0,27371.2,7.0,5.0,21.9,1
978.87,30721.72,,1.6,5.0,37046.1,0.0,5.0,31.1,0
2471.82,23554.21,93.8,6.8,0.0,32240.92,2.0,2.0,11.4,0
9853.69,40321.41,66.7,6.3,0.0,27445.44,2.0,5.0,19.7,0
5007.47,11404.18,113.0,1.6,6.0,28725.31,6.0,4.0,23.5,0
2951.83,9092.2,57.1,6.7,2.0,11526.73,0.0,4.0,11.8,0
7234.27,29017.13,68.7,0.5,0.0,23212.24,1.0,2.0,66.8,0
4828.28,7237.09,104.9,2.2,4.0,,0.0,0.0,26.8,0
4993.37,16229.09,29.7,9.4,2.0,14216.32,7.0,3.0,-0.2,1
8865.84,17409.18,27.0,,1.0,,0.0,4.0,40.8,1
2782.45,27323.91,45.5,5.4,3.0,14444.51,2.0,0.0,20.8,0
3602.83,23528.41,80.9,0.4,3.0,26840.57,4.0,0.0,92.9,1
6993.06,22113.58,,,4.0,41830.35,2.0,4.0,,1
9602.11,,76.1,5.8,6.0,31565.92,0.0,3.0,10.8,0
10462.11,28935.04,74.6,0.8,6.0,-1123.55,3.0,3.0,67.9,1
4371.8,54232.42,,5.1,5.0,32783.5,6.0,4.0,54.4,1
9499.61,24221.54,86.0,0.2,3.0,19694.92,2.0,4.0,45.3,0
3990.74,18897.05,71.0,0.1,3.0,31112.59,4.0,2.0,96.1,1
12343.87,,-28.5,2.1,0.0,23206.0,3.0,3.0,24.7,0
2871.93,12262.67,74.9,0.0,4.0,14674.52,1.0,2.0,81.0,0
10751.13,16076.61,52.9,3.6,4.0,24142.34,0.0,1.0,40.5,0
4399.24,13188.6,37.8,2.4,6.0,19702.36,6.0,4.0,,1
12942.39,17855.3,50.5,1.3,0.0,28692.58,7.0,2.0,31.0,0
8392.23,34002.14,62.1,1.9,6.0,14367.94,4.0,5.0,32.8,1
3248.75,,66.9,1.8,3.0,,6.0,2.0,39.8,1
4828.84,16570.51,16.0,0.4,0.0,33784.98,2.0,1.0,-1.2,0
8999.78,7125.48,58.2,0.9,6.0,38306.07,7.0,4.0,61.7,1
9868.46,30036.31,,,3.0,31960.69,4.0,0.0,55.2,1
6273.71,17558.51,,2.6,2.0,17214.73,6.0,5.0,10.1,1
6642.91,2461.5,98.8,7.0,1.0,16119.16,5.0,3.0,70.5,1
8926.73,24411.87,,9.1,0.0,16810.13,7.0,2.0,92.8,1
,27231.18,43.0,3.0,0.0,35684.74,4.0,1.0,33.4,1
2360.78,-3833.18,23.0,1.8,1.0,15099.41,6.0,1.0,30.0,1
3898.48,10579.01,78.1,2.0,2.0,35608.49,7.0,1.0,83.2,0
7252.38,17005.91,43.9,5.1,3.0,0.0,6.0,4.0,63.3,1
10389.54,24610.6,82.1,1.2,4.0,39852.72,2.0,1.0,48.2,0
11671.14,13358.28,93.7,10.9,6.0,37757.84,0.0,0.0,74.8,0
8994.49,10510.72,,10.2,5.0,31511.87,3.0,1.0,59.7,1
7419.33,24544.52,75.2,19.7,3.0,7375.83,5.0,3.0,,1
,13785.1,91.4,1.3,6.0,32321.54,6.0,2.0,51.5,0
4366.4,22878.49,85.4,8.4,3.0,26385.68,6.0,2.0,63.9,1
6009.66,7996.36,16.9,,2.0,20520.96,5.0,5.0,82.7,1
3862.78,5829.0,44.2,3.4,1.0,41346.69,4.0,2.0,-16.5,1
2504.02,24797.42,,3.8,2.0,23183.97,7.0,4.0,83.8,1
7567.36,20272.68,74.5,0.0,0.0,18646.61,1.0,0.0,37.9,0
7093.64,26302.1,72.1,16.6,1.0,38488.67,6.0,3.0,66.0,0
8700.49,13206.66,3.6,2.9,6.0,20138.89,4.0,0.0,98.6,1
